MSE;MAE;R2
0.795393813740663;0.7078054057242833;0.36016019584036485
0.5871131313422908;0.6793942129410044;0.5277077285641496
0.5914114246268358;0.574681325233066;0.5242500462363604
0.16331227878918553;0.30856956231730664;0.8686264656926208
0.14673653890577518;0.3029612367057884;0.8819605122712887
