MSE;MAE;R2
0.05616210616944904;0.1880808001745714;0.3601601958403652
0.04145557766014292;0.18053126773334172;0.5277077285641514
0.05245817809920374;0.17179487179487177;0.4023580543739598
0.011399298706990997;0.08222222222222207;0.8701308488995748
0.01060657484678134;0.08167252751804685;0.87916213910687
