MSE;MAE;R2
0.03449829418794161;0.1513077837390744;0.431854179649627
0.023371148438853014;0.12593719969974704;0.6151050185268668
0.02076941287878788;0.11496212121212122;0.6579525047258978
0.012303150647095955;0.09099431818181816;0.7973817609877127
0.010802907824784234;0.08544926673979292;0.8220889735925894
